,period,area-name,series-description,value,units
3398,2009-02-01,PADD 1,East Coast (PADD 1) Field Production of Crude Oil (Thousand Barrels per Day),14,MBBL/D
3409,2009-02-01,OHIO,Ohio Field Production of Crude Oil (Thousand Barrels per Day),13,MBBL/D
3411,2009-02-01,USA-KY,Kentucky Field Production of Crude Oil (Thousand Barrels per Day),7,MBBL/D
3412,2009-02-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),11,MBBL/D
3432,2009-02-01,USA-AZ,Arizona Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
3434,2009-02-01,USA-AK,Alaska North Slope Crude Oil Production (Thousand Barrels per Day),696,MBBL/D
3436,2009-02-01,USA-ID,Idaho Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
3448,2009-01-01,USA-UT,Utah Field Production of Crude Oil (Thousand Barrels per Day),65,MBBL/D
3465,2009-01-01,USA-WV,West Virginia Field Production of Crude Oil (Thousand Barrels per Day),3,MBBL/D
3468,2009-01-01,PADD 5,West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),1326,MBBL/D
3477,2009-01-01,NA,Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),67,MBBL/D
3479,2009-01-01,USA-AR,Arkansas Field Production of Crude Oil (Thousand Barrels per Day),16,MBBL/D
3481,2009-01-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),144,MBBL/D
3489,2009-01-01,PADD 3,Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),2874,MBBL/D
3494,2009-01-01,PADD 4,Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),374,MBBL/D
3520,2009-01-01,USA-IL,Illinois Field Production of Crude Oil (Thousand Barrels per Day),23,MBBL/D
3535,2008-12-01,USA-MO,Missouri Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
3550,2008-12-01,USA-LA,Louisiana Field Production of Crude Oil (Thousand Barrels per Day),194,MBBL/D
3552,2008-12-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),12,MBBL/D
3553,2008-12-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
3557,2008-12-01,USA-AK,Alaska North Slope Crude Oil Production (Thousand Barrels per Day),690,MBBL/D
3573,2008-12-01,NA,Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),68,MBBL/D
3575,2008-12-01,USA-WV,West Virginia Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
3583,2008-12-01,USA-OK,Oklahoma Field Production of Crude Oil (Thousand Barrels per Day),176,MBBL/D
3598,2008-12-01,USA-MT,Montana Field Production of Crude Oil (Thousand Barrels per Day),83,MBBL/D
3599,2008-12-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),143,MBBL/D
3611,2008-12-01,USA-AR,Arkansas Field Production of Crude Oil (Thousand Barrels per Day),17,MBBL/D
3614,2008-11-01,COLORADO,Colorado Field Production of Crude Oil (Thousand Barrels per Day),87,MBBL/D
3628,2008-11-01,USA-LA,Louisiana Field Production of Crude Oil (Thousand Barrels per Day),198,MBBL/D
3642,2008-11-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
3643,2008-11-01,USA-IL,Illinois Field Production of Crude Oil (Thousand Barrels per Day),25,MBBL/D
3652,2008-11-01,PADD 4,Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),386,MBBL/D
3657,2008-11-01,USA-AZ,Arizona Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
3660,2008-11-01,USA-NM,New Mexico Field Production of Crude Oil (Thousand Barrels per Day),171,MBBL/D
3672,2008-11-01,NA,Florida Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
3685,2008-11-01,USA-TN,Tennessee Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
3701,2008-10-01,PADD 4,Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),381,MBBL/D
3707,2008-10-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
3723,2008-10-01,USA-NE,Nebraska Field Production of Crude Oil (Thousand Barrels per Day),7,MBBL/D
3745,2008-10-01,USA-MT,Montana Field Production of Crude Oil (Thousand Barrels per Day),86,MBBL/D
3749,2008-10-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
3751,2008-10-01,USA-ND,North Dakota Field Production of Crude Oil (Thousand Barrels per Day),203,MBBL/D
3756,2008-10-01,USA-AR,Arkansas Field Production of Crude Oil (Thousand Barrels per Day),17,MBBL/D
3757,2008-10-01,USA-AK,Alaska North Slope Crude Oil Production (Thousand Barrels per Day),704,MBBL/D
3763,2008-10-01,USA-AK,Alaska Field Production of Crude Oil (Thousand Barrels per Day),716,MBBL/D
3764,2008-10-01,NEW YORK,New York Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
3770,2008-10-01,USA-UT,Utah Field Production of Crude Oil (Thousand Barrels per Day),64,MBBL/D
3779,2008-10-01,NA,Federal Offshore--Gulf of Mexico Field Production of Crude Oil (Thousand Barrels per Day),803,MBBL/D
3788,2008-09-01,USA-AR,Arkansas Field Production of Crude Oil (Thousand Barrels per Day),16,MBBL/D
3808,2008-09-01,USA-AK,Alaska Field Production of Crude Oil (Thousand Barrels per Day),681,MBBL/D
3813,2008-09-01,NA,Federal Offshore--Gulf of Mexico Field Production of Crude Oil (Thousand Barrels per Day),242,MBBL/D
3829,2008-09-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),13,MBBL/D
3830,2008-09-01,PADD 2,Midwest (PADD 2) Field Production of Crude Oil (Thousand Barrels per Day),571,MBBL/D
3840,2008-09-01,USA-UT,Utah Field Production of Crude Oil (Thousand Barrels per Day),63,MBBL/D
3841,2008-09-01,USA-LA,Louisiana Field Production of Crude Oil (Thousand Barrels per Day),113,MBBL/D
3855,2008-09-01,PADD 4,Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),382,MBBL/D
3860,2008-09-01,PADD 5,West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),1337,MBBL/D
3870,2008-08-01,FLORIDA,Florida Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
3875,2008-08-01,USA-ID,Idaho Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
3891,2008-08-01,USA-VA,Virginia Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
3896,2008-08-01,USA-LA,Louisiana Field Production of Crude Oil (Thousand Barrels per Day),203,MBBL/D
3898,2008-08-01,USA-NE,Nebraska Field Production of Crude Oil (Thousand Barrels per Day),7,MBBL/D
3943,2008-08-01,PADD 1,East Coast (PADD 1) Field Production of Crude Oil (Thousand Barrels per Day),20,MBBL/D
3946,2008-08-01,CALIFORNIA,California Field Production of Crude Oil (Thousand Barrels per Day),588,MBBL/D
3956,2008-07-01,PADD 5,West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),1288,MBBL/D
3967,2008-07-01,USA-UT,Utah Field Production of Crude Oil (Thousand Barrels per Day),61,MBBL/D
3969,2008-07-01,USA-SD,South Dakota Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
3974,2008-07-01,PADD 3,Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),2957,MBBL/D
3994,2008-07-01,COLORADO,Colorado Field Production of Crude Oil (Thousand Barrels per Day),81,MBBL/D
3998,2008-07-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
4027,2008-07-01,USA-AL,Alabama Field Production of Crude Oil (Thousand Barrels per Day),21,MBBL/D
4035,2008-06-01,USA-MT,Montana Field Production of Crude Oil (Thousand Barrels per Day),86,MBBL/D
4048,2008-06-01,FLORIDA,Florida Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4057,2008-06-01,PADD 3,Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),2901,MBBL/D
4065,2008-06-01,USA-NE,Nebraska Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
4069,2008-06-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
4074,2008-06-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4086,2008-06-01,PADD 1,East Coast (PADD 1) Field Production of Crude Oil (Thousand Barrels per Day),20,MBBL/D
4090,2008-06-01,USA-NM,New Mexico Field Production of Crude Oil (Thousand Barrels per Day),161,MBBL/D
4102,2008-06-01,NEW YORK,New York Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4110,2008-06-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),144,MBBL/D
4124,2008-05-01,NA,Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),64,MBBL/D
4134,2008-05-01,USA-IL,Illinois Field Production of Crude Oil (Thousand Barrels per Day),25,MBBL/D
4139,2008-05-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
4152,2008-05-01,USA-WV,West Virginia Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
4185,2008-05-01,PADD 2,Midwest (PADD 2) Field Production of Crude Oil (Thousand Barrels per Day),534,MBBL/D
4196,2008-05-01,USA-KS,Kansas Field Production of Crude Oil (Thousand Barrels per Day),105,MBBL/D
4206,2008-04-01,USA-AL,Alabama Field Production of Crude Oil (Thousand Barrels per Day),18,MBBL/D
4207,2008-04-01,NA,Florida Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
4217,2008-04-01,PADD 5,West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),1356,MBBL/D
4219,2008-04-01,USA-IL,Illinois Field Production of Crude Oil (Thousand Barrels per Day),27,MBBL/D
4229,2008-04-01,USA-AR,Arkansas Field Production of Crude Oil (Thousand Barrels per Day),17,MBBL/D
4230,2008-04-01,USA-ID,Idaho Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4232,2008-04-01,USA-KY,Kentucky Field Production of Crude Oil (Thousand Barrels per Day),7,MBBL/D
4234,2008-04-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
4239,2008-04-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4249,2008-04-01,USA-KS,Kansas Field Production of Crude Oil (Thousand Barrels per Day),108,MBBL/D
4266,2008-04-01,USA-MI,Michigan Field Production of Crude Oil (Thousand Barrels per Day),17,MBBL/D
4267,2008-04-01,USA-LA,Louisiana Field Production of Crude Oil (Thousand Barrels per Day),212,MBBL/D
4275,2008-04-01,PADD 4,Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),378,MBBL/D
4284,2008-03-01,USA-AR,Arkansas Field Production of Crude Oil (Thousand Barrels per Day),17,MBBL/D
4289,2008-03-01,NEW YORK,New York Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4291,2008-03-01,USA-MO,Missouri Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4309,2008-03-01,PADD 3,Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),2901,MBBL/D
4340,2008-03-01,USA-AK,Alaska Field Production of Crude Oil (Thousand Barrels per Day),726,MBBL/D
4347,2008-03-01,USA-UT,Utah Field Production of Crude Oil (Thousand Barrels per Day),57,MBBL/D
4353,2008-03-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4359,2008-03-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),13,MBBL/D
4363,2008-03-01,USA-ND,North Dakota Field Production of Crude Oil (Thousand Barrels per Day),143,MBBL/D
4365,2008-03-01,USA-IL,Illinois Field Production of Crude Oil (Thousand Barrels per Day),26,MBBL/D
4372,2008-02-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),13,MBBL/D
4391,2008-02-01,COLORADO,Colorado Field Production of Crude Oil (Thousand Barrels per Day),77,MBBL/D
4392,2008-02-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),144,MBBL/D
4400,2008-02-01,USA-IL,Illinois Field Production of Crude Oil (Thousand Barrels per Day),24,MBBL/D
4406,2008-02-01,USA-NE,Nebraska Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
4414,2008-02-01,USA-NM,New Mexico Field Production of Crude Oil (Thousand Barrels per Day),166,MBBL/D
4436,2008-02-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4441,2008-02-01,USA-KY,Kentucky Field Production of Crude Oil (Thousand Barrels per Day),9,MBBL/D
4446,2008-02-01,NEW YORK,New York Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4458,2008-01-01,PADD 2,Midwest (PADD 2) Field Production of Crude Oil (Thousand Barrels per Day),511,MBBL/D
4461,2008-01-01,USA-NM,New Mexico Field Production of Crude Oil (Thousand Barrels per Day),163,MBBL/D
4467,2008-01-01,TEXAS,Texas Field Production of Crude Oil (Thousand Barrels per Day),1094,MBBL/D
4479,2008-01-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),143,MBBL/D
4482,2008-01-01,NEW YORK,New York Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4484,2008-01-01,USA-AZ,Arizona Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4486,2008-01-01,NA,Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),64,MBBL/D
4499,2008-01-01,USA-UT,Utah Field Production of Crude Oil (Thousand Barrels per Day),53,MBBL/D
4500,2008-01-01,COLORADO,Colorado Field Production of Crude Oil (Thousand Barrels per Day),73,MBBL/D
4508,2008-01-01,PADD 5,West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),1362,MBBL/D
4514,2008-01-01,FLORIDA,Florida Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
4528,2008-01-01,USA-AK,Alaska North Slope Crude Oil Production (Thousand Barrels per Day),697,MBBL/D
4533,2008-01-01,USA-WV,West Virginia Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4543,2007-12-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),14,MBBL/D
4544,2007-12-01,USA-AK,Alaska Field Production of Crude Oil (Thousand Barrels per Day),735,MBBL/D
4547,2007-12-01,USA-KS,Kansas Field Production of Crude Oil (Thousand Barrels per Day),91,MBBL/D
4551,2007-12-01,NA,Federal Offshore--Gulf of Mexico Field Production of Crude Oil (Thousand Barrels per Day),1287,MBBL/D
4560,2007-12-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4568,2007-12-01,NEW YORK,New York Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4590,2007-12-01,USA-SD,South Dakota Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4594,2007-12-01,PADD 5,West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),1396,MBBL/D
4596,2007-12-01,USA-AK,Alaska North Slope Crude Oil Production (Thousand Barrels per Day),720,MBBL/D
4598,2007-12-01,TEXAS,Texas Field Production of Crude Oil (Thousand Barrels per Day),1087,MBBL/D
4629,2007-11-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4631,2007-11-01,USA-OK,Oklahoma Field Production of Crude Oil (Thousand Barrels per Day),178,MBBL/D
4637,2007-11-01,NEW YORK,New York Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4647,2007-11-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),14,MBBL/D
4653,2007-11-01,USA-IL,Illinois Field Production of Crude Oil (Thousand Barrels per Day),26,MBBL/D
4659,2007-11-01,USA-NE,Nebraska Field Production of Crude Oil (Thousand Barrels per Day),7,MBBL/D
4700,2007-11-01,USA-VA,Virginia Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4714,2007-10-01,USA-AZ,Arizona Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4745,2007-10-01,COLORADO,Colorado Field Production of Crude Oil (Thousand Barrels per Day),76,MBBL/D
4750,2007-10-01,USA-AK,Alaska North Slope Crude Oil Production (Thousand Barrels per Day),684,MBBL/D
4755,2007-10-01,USA-AK,Alaska Field Production of Crude Oil (Thousand Barrels per Day),698,MBBL/D
4764,2007-10-01,USA-NE,Nebraska Field Production of Crude Oil (Thousand Barrels per Day),7,MBBL/D
4774,2007-10-01,NA,Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),64,MBBL/D
4779,2007-10-01,USA-VA,Virginia Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4782,2007-10-01,NA,Alaska South Field Production of Crude Oil (Thousand Barrels per Day),14,MBBL/D
4786,2007-10-01,PADD 3,Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),2805,MBBL/D
4792,2007-09-01,COLORADO,Colorado Field Production of Crude Oil (Thousand Barrels per Day),72,MBBL/D
4812,2007-09-01,USA-MT,Montana Field Production of Crude Oil (Thousand Barrels per Day),94,MBBL/D
4814,2007-09-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),149,MBBL/D
4818,2007-09-01,USA-MS,Mississippi Field Production of Crude Oil (Thousand Barrels per Day),58,MBBL/D
4820,2007-09-01,PADD 1,East Coast (PADD 1) Field Production of Crude Oil (Thousand Barrels per Day),20,MBBL/D
4821,2007-09-01,FLORIDA,Florida Field Production of Crude Oil (Thousand Barrels per Day),6,MBBL/D
4825,2007-09-01,USA-NV,Nevada Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4840,2007-09-01,USA-AK,Alaska Field Production of Crude Oil (Thousand Barrels per Day),639,MBBL/D
4845,2007-09-01,USA-IN,Indiana Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4856,2007-09-01,USA-ND,North Dakota Field Production of Crude Oil (Thousand Barrels per Day),126,MBBL/D
4871,2007-09-01,NA,Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),66,MBBL/D
4874,2007-08-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),149,MBBL/D
4877,2007-08-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
4882,2007-08-01,NA,Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),67,MBBL/D
4888,2007-08-01,PADD 5,West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),1306,MBBL/D
4902,2007-08-01,USA-AK,Alaska North Slope Crude Oil Production (Thousand Barrels per Day),629,MBBL/D
4903,2007-08-01,USA-NV,Nevada Field Production of Crude Oil (Thousand Barrels per Day),1,MBBL/D
4904,2007-08-01,USA-MI,Michigan Field Production of Crude Oil (Thousand Barrels per Day),15,MBBL/D
4906,2007-08-01,USA-NE,Nebraska Field Production of Crude Oil (Thousand Barrels per Day),7,MBBL/D
4908,2007-08-01,USA-MS,Mississippi Field Production of Crude Oil (Thousand Barrels per Day),57,MBBL/D
4923,2007-08-01,USA-MT,Montana Field Production of Crude Oil (Thousand Barrels per Day),95,MBBL/D
4945,2007-08-01,NA,Federal Offshore--Gulf of Mexico Field Production of Crude Oil (Thousand Barrels per Day),1259,MBBL/D
4948,2007-08-01,USA-LA,Louisiana Field Production of Crude Oil (Thousand Barrels per Day),206,MBBL/D
4952,2007-08-01,USA-ND,North Dakota Field Production of Crude Oil (Thousand Barrels per Day),124,MBBL/D
4957,2007-07-01,USA-KS,Kansas Field Production of Crude Oil (Thousand Barrels per Day),102,MBBL/D
4958,2007-07-01,FLORIDA,Florida Field Production of Crude Oil (Thousand Barrels per Day),5,MBBL/D
4960,2007-07-01,USA-MO,Missouri Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4965,2007-07-01,USA-MI,Michigan Field Production of Crude Oil (Thousand Barrels per Day),15,MBBL/D
4967,2007-07-01,USA-WY,Wyoming Field Production of Crude Oil (Thousand Barrels per Day),146,MBBL/D
4968,2007-07-01,USA-VA,Virginia Field Production of Crude Oil (Thousand Barrels per Day),0,MBBL/D
4970,2007-07-01,USA-PA,Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),8,MBBL/D
